"전출지별","전입지별","항목","단위","2025 년","2024 년","2023 년","2022 년","2021 년","2020 년","2019 년","2018 년","2017 년","2016 년","2015 년","2014 년","2013 년","2012 년","2011 년","2010 년","2009 년","2008 년","2007 년","2006 년","2005 년","2004 년","2003 년","2002 년","2001 년","2000 년","1999 년","1998 년","1997 년","1996 년","1995 년","1994 년","1993 년","1992 년","1991 년","1990 년","1989 년","1988 년","1987 년","1986 년","1985 년","1984 년","1983 년","1982 년","1981 년","1980 년","1979 년","1978 년","1977 년","1976 년","1975 년","1974 년","1973 년","1972 년","1971 년","1970 년",
"서울특별시","경상남도","순이동자수[명]","명","-3836","-4543","-5373","-6350","-5716","-6965","-6957","-6169","-4620","-3452","-1561","-2345","-2394","-3756","-2290","-2991","-4312","-4452","-4844","-5927","-5291","-6618","-6442","-7302","-7182","-8274","-5951","-2952","-4613","-3687","-3198","-5774","-7835","-6768","-8351","-9175","-13550","-13223","-11294","-18008","-19473","-23650","-29842","-25302","-22417","-20826","-23239","-32520","-24713","-42252","-58089","-27550","-24669","-15975","-33467","-31668",
"서울특별시","제주특별자치도","이동자수[명]","명","6972","7084","7634","8766","9394","9214","8503","9829","10404","10465","10434","9031","7828","6954","6133","5714","5332","5473","5518","5828","5648","5695","5458","5567","5186","5198","6171","6207","5500","5413","5256","4536","5014","5829","6319","6364","5894","5627","5330","5123","5445","5671","6373","5276","5229","4828","4261","3937","3551","3623","3440","2261","2456","1617","1325","1039",
"서울특별시","제주특별자치도","순이동자수[명]","명","-1187","-953","-534","367","896","510","-10","2109","3195","3831","4083","3292","2418","1342","865","82","-623","-627","-1451","-873","-481","-595","-1183","-925","-1085","-1569","-818","162","-674","-657","-520","-1099","-1196","41","29","-303","-1172","-1137","-1362","-1721","-1774","-2764","-2341","-1902","-1825","-1592","-5296","-6820","-6552","-6277","-10832","-6209","-4955","-722","-3560","-2842",
"부산광역시","전국","이동자수[명]","명","374597","392254","375703","397410","460226","506176","435058","442854","467471","480407","520591","500802","496161","481652","532906","547800","549094","549106","565419","594601","589746","572337","667618","650378","645838","639669","693417","643339","686323","727099","730946","725663","767283","823847","777296","797544","797649","869281","887181","799693","807752","850489","912993","918812","826900","853118","734053","782978","696120","629165","694445","554013","414661","319360","328367","376059",
"부산광역시","전국","순이동자수[명]","명","12181","13657","11432","13562","18903","14347","23354","26759","28398","21392","13560","15092","17710","20610","24863","28466","29784","34604","36076","34686","36975","33229","42263","49442","41188","43694","33357","40921","44437","47245","54909","57475","58925","51995","35548","35860","6658","-23225","-31129","-31965","-13455","-22478","-6157","-13555","-25771","-51134","-75430","-112359","-88997","-95499","-111534","-126971","-67400","-42842","-61430","-72518",
"부산광역시","서울특별시","이동자수[명]","명","18155","17965","18432","19417","20009","20990","20285","19737","19460","19236","19441","20616","19621","21437","23016","23116","24459","25249","26951","26831","24941","24266","26569","28049","28366","28564","27100","23220","24872","24721","25525","26852","29378","29619","29020","34978","36986","37368","35328","35910","41464","47422","54700","50295","49939","44197","39673","48142","42685","43416","59914","30284","24251","18260","30144","24263",
"부산광역시","서울특별시","순이동자수[명]","명","5493","5795","6684","7885","6931","7781","7480","6644","4976","4174","2432","3296","3468","5302","4200","5698","6721","7896","9769","9752","9026","8707","10201","11317","12238","12596","9367","6381","7785","6261","8101","9441","11331","10275","8923","12973","14412","12180","8679","9675","14146","18924","23559","20260","19701","14995","11131","18286","15472","19684","32399","8064","7944","6492","19014","12695",
"부산광역시","부산광역시","이동자수[명]","명","256178","273832","262054","278956","325157","370291","302110","308712","321606","340521","376345","353282","358352","340468","376930","393530","391404","387878","397716","428583","422008","407434","481232","464122","474981","466071","514844","471201","510780","545172","545987","536710","562445","613596","571157","577707","595930","661275","672784","601161","595863","627069","663934","685927","593332","623421","534200","577302","511015","462171","490794","447094","316491","245789","248102","307900",
"부산광역시","부산광역시","순이동자수[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"부산광역시","대구광역시","이동자수[명]","명","5027","4855","4403","4758","4720","4674","4220","4505","4506","4616","4553","5300","5027","5225","4981","5066","4785","4922","5137","5307","5357","5510","6096","5818","6162","6363","6773","6549","7014","7256","7583","7950","8015","8398","8466","9085","9801","9490","10341","9815","9576","10288","12048","10397","10374","","","","","","","","","","","",
"부산광역시","대구광역시","순이동자수[명]","명","-55","-279","-307","-277","-338","-779","-946","-200","-334","-244","-629","-857","-516","9","75","16","-422","-144","-237","75","-427","-57","-81","131","76","519","207","259","580","672","1342","2102","1605","1279","678","237","1012","-529","-155","-299","-1120","-516","1536","-335","-216","","","","","","","","","","","",
"부산광역시","인천광역시","이동자수[명]","명","3283","2991","2718","2709","2758","2980","3055","2902","2994","3092","3185","3143","2986","3180","3741","3230","3236","3544","3834","3504","3605","3562","3749","4338","3953","3882","4028","3573","3813","3836","4158","4509","4984","4871","4858","5339","4711","4438","4443","4045","4362","4311","4629","3851","4186","","","","","","","","","","","",
"부산광역시","인천광역시","순이동자수[명]","명","1074","866","640","683","608","599","890","795","374","476","255","55","309","489","528","492","579","702","885","690","838","817","827","1199","1033","987","772","678","850","674","1041","1637","1952","1523","1734","1939","1285","1016","473","224","887","926","1229","281","604","","","","","","","","","","","",
"부산광역시","광주광역시","이동자수[명]","명","1010","959","981","1007","1139","1142","992","1011","1073","1100","1195","1856","1047","1430","1329","1338","1244","1300","1351","1203","1200","1354","1429","1492","1564","1640","1942","1794","1715","1844","1981","2313","2523","2416","2710","2815","2734","2255","2207","2069","0","0","0","0","","","","","","","","","","","","",
"부산광역시","광주광역시","순이동자수[명]","명","-211","-193","-211","-26","11","-40","-110","-106","-62","-164","-223","189","-110","-17","123","55","-64","75","183","25","-29","5","-29","33","238","321","539","605","497","391","630","960","1026","648","1091","572","601","-10","-250","-320","0","0","0","0","","","","","","","","","","","","",
"부산광역시","대전광역시","이동자수[명]","명","2318","2036","1981","2058","2124","2144","2172","2180","2159","2211","2209","2150","2125","2436","2511","2266","2305","2513","3121","2590","2391","2513","2776","2869","2865","3012","3107","3356","2937","3074","3068","3316","3536","3598","3262","3308","2692","0","0","0","0","0","0","0","","","","","","","","","","","","",
"부산광역시","대전광역시","순이동자수[명]","명","501","301","322","365","328","289","429","572","397","404","155","-40","139","423","437","290","241","508","1098","621","349","588","615","677","707","785","654","1260","791","956","949","1542","1659","1568","1353","1363","869","0","0","0","0","0","0","0","","","","","","","","","","","","",
"부산광역시","울산광역시","이동자수[명]","명","8841","8771","8313","8189","9112","9111","9084","9076","9423","10015","11810","12305","11600","11465","11866","11106","10980","12633","12318","12609","12982","14174","14501","13864","13958","13580","13688","13111","16111","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"부산광역시","울산광역시","순이동자수[명]","명","-660","-522","-686","-1189","-1141","-2484","-450","-591","-1044","-231","555","1215","1011","1954","2104","864","-114","2849","1453","1474","2201","3301","3137","3074","3710","3717","2067","1555","5539","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"부산광역시","세종특별자치시","이동자수[명]","명","820","846","753","845","917","967","898","943","862","855","929","480","261","445","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"부산광역시","세종특별자치시","순이동자수[명]","명","-265","146","138","371","344","367","321","413","419","512","565","245","77","298","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"부산광역시","경기도","이동자수[명]","명","15050","14995","14968","15456","17339","17440","16422","16705","15837","16401","16441","16623","15931","17454","20127","19961","18810","19062","21659","21814","21037","20339","21256","21729","20771","20758","20332","16630","17298","16897","17014","16396","17273","15955","16648","17246","16318","15939","16365","15045","14248","13736","15103","11943","10618","14026","12261","12268","11070","10705","15314","6589","7364","4788","6543","6350",
"부산광역시","경기도","순이동자수[명]","명","3241","3574","3902","4432","5336","5557","5150","4801","2984","2916","1468","804","1670","2909","2536","4840","4138","4370","6817","6698","7523","7422","7553","8447","8050","8685","7189","3983","4924","3954","5480","6107","6762","4888","5367","5379","4636","2375","2822","2996","3718","2846","3866","2214","1040","1100","1164","-76","1471","-474","2906","-2874","1218","54","1234","1367",
"부산광역시","강원특별자치도","이동자수[명]","명","1729","1710","1750","1904","2102","2102","2077","1943","2221","2104","2305","2085","2158","2130","2548","2569","2378","2452","2496","2364","2430","2855","2902","2639","2882","2812","3255","3447","3258","3223","3135","3155","3626","3664","3732","4178","4156","3969","4498","4631","5604","5148","5985","6469","6654","7019","5145","5563","4877","4485","5100","2291","2356","2062","2291","2090",
"부산광역시","강원특별자치도","순이동자수[명]","명","-33","13","109","254","286","288","266","8","193","-63","-28","-98","138","-68","260","236","123","169","150","213","120","452","338","49","273","79","310","937","536","228","289","57","94","-293","-1364","-1412","-1848","-3399","-2947","-2279","-788","-2490","-2085","-474","-648","-1713","-4784","-4049","-2621","-3805","-3463","-4433","-2043","-1549","-1717","-2295",
"부산광역시","충청북도","이동자수[명]","명","2012","1771","1841","1820","2041","1924","1897","1980","2050","1877","2023","1968","1736","1779","1997","1986","1920","1831","2117","1844","1955","2113","2175","2126","2024","2191","2398","2533","2496","2386","2444","2326","2938","2948","3212","3041","2950","2736","3012","3039","3468","3559","4070","3654","3717","4156","3119","2684","2835","2348","2826","1253","1351","1221","1285","1031",
